,X,Dep,Number,Dep_n,logR_n
876,143.0,17.48,3,0.7884213580963435,0.11577846313020207
877,143.0,16.48,4,0.7298026697620429,0.08318048349938514
878,143.0,15.48,5,0.6711839814277422,0.148850053206152
879,145.0,20.76,0,0.9806906558328498,0.4882854952607077
880,145.0,19.76,1,0.9220719674985491,0.4398188395872634
881,145.0,18.76,2,0.8634532791642484,0.26080736921616965
882,145.0,17.76,3,0.8048345908299478,0.09041276942543741
883,145.0,16.76,4,0.7462159024956472,0.03261438498971009
884,147.0,20.77,0,0.9812768427161926,0.6331068323785466
885,147.0,19.77,1,0.9226581543818919,0.6295869334040209
886,147.0,18.77,2,0.8640394660475913,0.6174798066632153
887,147.0,17.77,3,0.8054207777132907,0.4674354852184246
888,147.0,16.77,4,0.74680208937899,0.29326683708122797
889,149.0,20.77,0,0.9812768427161926,0.627619007710573
890,149.0,19.77,1,0.9226581543818919,0.6279265668185849
891,149.0,18.77,2,0.8640394660475913,0.6230428071387862
892,149.0,17.77,3,0.8054207777132907,0.545849252906043
893,151.0,20.82,0,0.9842077771329077,0.4905083284988481
894,151.0,19.82,1,0.925589088798607,0.49502463763377025
895,151.0,18.82,2,0.8669704004643064,0.48188768980488433
896,153.0,20.92,0,0.9900696459663377,0.5083080611957561
897,153.0,19.92,1,0.9314509576320371,0.5051166916487958
898,155.0,21.06,0,0.9982762623331397,0.4967208313002628
899,155.0,20.06,1,0.9396575739988391,0.5126350843209198
900,157.0,21.16,0,1.0041381311665698,0.48270037352466205
